Id,Expected
615-22-5;1848,1
2457-01-4;1856,2
92-87-5;24,2
491-07-6;2,2
686756-87-6;36,2
84-74-2;37,2
65277-42-1;1372,2
54464-57-2;2,2
107534-96-3;25,1
741-58-2;1622,2
136-40-3;2453,2
838-88-0;1857,1
94125-34-5;7,2
34590-94-8;1374,2
99-87-6;26,2
27323-41-7;1848,2
838-88-0;35,2
113776-20-8;8,2
56-38-2;1632,1
50-41-9;2304,1
100-51-6;1380,2
149062-75-9;1858,2
54-11-5;1797,2
100-21-0;2452,2
98-95-3;1680,2
114-26-1;1613,2
283594-90-1;1855,2
NOCAS_47292;1374,2
56-72-4;1379,2
111812-58-9;2442,1
10161-33-8;1850,2
77191-36-7;2451,2
124-64-1;2,2
94125-34-5;1638,2
55406-53-6;1639,2
618-45-1;1857,2
153233-91-1;16,2
158081-99-3;1852,1
72-55-9;2,2
22781-23-3;31,2
118-71-8;33,2
123-25-1;35,2
106-68-3;1852,2
107-43-7;2453,2
77-47-4;1387,2
126833-17-8;1652,2
128639-02-1;1658,2
41198-08-7;1372,2
127-47-9;1856,2
55335-06-3;1632,2
112-50-5;1378,2
2310-17-0;8,2
97-54-1;1855,2
149877-41-8;30,2
1072-15-7;1856,2
131-56-6;1856,1
119168-77-3;1380,2
NOCAS_47291;1389,2
5598-15-2;1625,2
96-45-7;1652,2
544-76-3;1379,2
131341-86-1;1852,2
61-82-5;2453,2
599-79-1;1377,2
26225-79-6;1622,2
76578-14-8;1621,2
95-87-4;1850,2
119-36-8;38,2
2687-96-9;2453,2
80-05-7;2299,2
28249-77-6;37,2
129-00-0;24,2
115-96-8;1378,2
576-26-1;2,2
205-99-2;32,2
29232-93-7;9,2
66441-23-4;1383,2
4376-20-9;1624,2
141517-21-7;2443,2
314-40-9;1621,2
1689-84-5;1625,2
110488-70-5;6,2
106-22-9;1372,2
123-51-3;1387,2
114-26-1;1630,2
101-05-3;27,2
123-33-1;1628,2
1843-05-6;35,2
330-55-2;1625,2
54-31-9;2453,2
66456-53-9;39,2
139-40-2;35,2
1401-55-4;2,2
29420-49-3;29,2
82558-50-7;31,1
2164-17-2;1375,2
88-60-8;1852,1
59-50-7;1797,2
26628-22-8;2445,2
74115-24-5;1375,2
7773-06-0;2452,2
105-60-2;1378,2
759-94-4;8,2
90-43-7;1383,2
90-12-0;1383,2
107-92-6;35,2
433212-21-6;1375,2
10265-92-6;1508,1
1067-53-4;2,1
92-69-3;1852,2
108-80-5;2452,2
155569-91-8;2,2
111-87-5;1857,2
84087-01-4;4,2
77-92-9;1373,2
68694-11-1;9,2
58-89-9;1629,2
122836-35-5;33,2
6923-22-4;1509,2
288-88-0;1797,2
68-96-2;23,2
119515-38-7;1643,2
96-18-4;1383,2
81334-34-1;1627,2
210880-92-5;29,2
128639-02-1;1654,2
53-43-0;2453,2
541-73-1;1855,2
78-63-7;38,2
119-36-8;1376,2
95-50-1;36,2
106-44-5;1380,2
15708-41-5;1856,2
55285-14-8;33,2
107-21-1;1689,2
249296-43-3;1381,2
55-18-5;32,2
60207-90-1;40,2
5536-61-8;1856,2
87392-12-9;1852,2
NOCAS_47255;34,2
3337-71-1;1640,2
108-44-1;39,2
108-11-2;34,2
298-04-4;1650,2
68-26-8;1378,2
63-25-2;1631,1
56-04-2;1508,1
159138-81-5;1375,2
33213-65-9;2451,2
6923-22-4;38,2
60207-90-1;10,2
15299-99-7;1377,2
83-67-0;1378,2
111-30-8;35,2
106-22-9;1848,2
141-66-2;1852,2
94-75-7;1651,2
NOCAS_47265;1857,2
106-46-7;2453,2
181274-15-7;1621,2
328-84-7;2451,2
120-95-6;1508,1
584-79-2;1639,2
68-26-8;24,2
6734-80-1;1630,2
13311-84-7;1682,1
161326-34-7;1848,2
83055-99-6;1624,2
50594-66-6;1654,2
1806-26-4;1848,2
100-02-7;1387,2
6317-18-6;1385,2
151506-44-4;23,2
139-40-2;8,2
137-26-8;1615,2
41198-08-7;1797,2
84371-65-3;37,2
25155-30-0;1855,2
119515-38-7;1635,2
79-39-0;1385,2
446-86-6;1681,2
143-50-0;1374,1
10453-86-8;22,2
84087-01-4;1387,2
219790-72-4;2452,2
842-07-9;30,2
119446-68-3;1373,1
145742-28-5;1383,2
121-69-7;40,2
132-65-0;2,2
538-93-2;2,1
86-50-0;31,2
80844-07-1;1388,2
330-54-1;1382,2
77501-63-4;1636,1
420-04-2;1388,2
4621-04-9;1852,2
10265-92-6;20,2
15972-60-8;1385,2
127277-53-6;19,2
19774-82-4;2301,1
609-20-1;2,1
19774-82-4;1689,1
102-82-9;1384,2
103361-09-7;13,2
74115-24-5;1636,1
629-76-5;29,2
120068-37-3;28,1
122931-48-0;1649,2
126833-17-8;1613,2
146011-65-6;1387,2
99-71-8;35,2
249296-43-3;2445,2
161050-58-4;1620,1
22781-23-3;1376,2
94125-34-5;1646,2
50-28-2;1375,2
13301-61-6;1508,1
56-81-5;1381,2
58-56-0;2,2
842-07-9;35,2
1929-82-4;1857,2
99-87-6;28,2
62924-70-3;1850,1
194098-25-4;1850,1
52645-53-1;1629,2
134-62-3;1379,2
76738-62-0;5,2
108-91-8;26,2
486-56-6;1850,2
4291-63-8;2451,2
319-85-7;1381,2
81777-89-1;1611,2
4376-20-9;5,2
52645-53-1;1652,2
28434-00-6;8,2
84-69-5;1389,2
131-17-9;2447,2
98-54-4;35,2
54593-83-8;1376,2
330-55-2;8,2
335-67-1;1658,2
78-96-6;2453,2
50471-44-8;23,2
78587-05-0;1655,2
1762-95-4;2453,2
85532-75-8;1857,1
27344-41-8;1509,2
69-74-9;1689,1
117-81-7;1623,2
125401-92-5;1508,1
108-46-3;1508,1
5598-15-2;1508,1
64-19-7;1382,2
712-50-5;1374,2
63-05-8;29,2
115-86-6;2452,2
141517-21-7;1629,2
62-75-9;33,2
72-54-8;1381,2
7786-34-7;1625,2
8004-92-0;1852,2
101-77-9;30,2
111988-49-9;4,2
133-06-2;1649,2
111812-58-9;2307,2
1214-39-7;2451,2
427-51-0;31,2
947-19-3;2453,2
87546-18-7;1618,2
118-71-8;1378,2
57-30-7;1687,2
13755-29-8;1850,2
83-67-0;1380,2
599-64-4;1848,2
93-53-8;2451,2
42509-80-8;1613,2
10043-35-3;31,2
NOCAS_47346;2451,2
124-94-7;24,2
112-27-6;39,2
79902-63-9;1686,2
79902-63-9;1389,1
50-65-7;11,1
77501-63-4;38,2
141-66-2;1617,2
117-79-3;2453,2
29548-30-9;2,2
58-14-0;1375,2
1689-84-5;1797,1
91-22-5;1852,2
119-93-7;1388,2
962-58-3;1647,2
40487-42-1;1657,2
1095-90-5;2453,2
221671-62-1;2453,2
57-13-6;1389,2
82-68-8;33,2
587-85-9;1857,1
79-94-7;32,2
59-30-3;1507,2
77-09-8;1377,2
464930-42-5;26,2
2675-77-6;39,2
82385-42-0;1852,2
5234-68-4;1625,2
1912-24-9;1380,2
53-86-1;1374,2
1646-75-9;1386,2
10043-35-3;1387,2
29091-21-2;1624,2
10453-86-8;1507,1
22224-92-6;1375,1
2312-35-8;1857,1
1434-54-4;1855,1
129-06-6;2453,2
39515-41-8;1611,2
83-79-4;1683,2
34256-82-1;1373,2
112-00-5;23,1
2312-35-8;1797,2
139-40-2;1655,2
78-51-3;1855,2
61-82-5;1848,2
79538-32-2;1377,1
148-79-8;1386,2
NOCAS_47328;1373,1
6846-50-0;35,2
76-87-9;1626,2
81406-37-3;1380,2
6422-86-2;23,2
8018-01-7;1389,2
57966-95-7;32,2
330-54-1;1379,2
55285-14-8;1385,2
51707-55-2;20,2
115-86-6;1691,2
32809-16-8;1372,2
221671-62-1;1374,2
118-52-5;1388,2
117337-19-6;1384,2
103-36-6;2451,2
2783-94-0;31,2
111-76-2;35,2
120-32-1;1681,2
131-18-0;1797,2
100-51-6;33,2
124-12-9;2,2
NOCAS_47366;1373,2
759-94-4;1623,2
929-59-9;30,2
300-76-5;1387,2
473289-62-2;38,2
791-28-6;2,2
155569-91-8;34,2
123312-89-0;1686,2
298-46-4;25,2
2694-54-4;2,2
123122-55-4;2452,2
36673-16-2;1383,2
132-32-1;2,2
58-89-9;32,2
58-14-0;1688,2
89-04-3;1381,2
78-59-1;1857,2
1861-40-1;21,2
67747-09-5;1646,2
1191-50-0;1375,1
686756-87-6;1858,1
1929-82-4;10,2
88-12-0;38,2
825643-57-0;36,2
87-90-1;1383,2
101-02-0;1852,2
56-38-2;1620,2
109-86-4;1638,2
120068-37-3;1648,2
109-86-4;1614,2
6846-50-0;1383,2
1929-82-4;1381,2
87-69-4;1377,2
709-98-8;1375,2
52-68-6;1648,2
26225-79-6;1645,2
104-51-8;1374,2
725228-45-5;1373,2
111-55-7;1850,2
87-56-9;1852,1
13674-87-8;31,2
1806-26-4;28,2
145701-21-9;31,2
19666-30-9;37,2
94-13-3;1372,1
NOCAS_47346;1379,2
72490-01-8;1634,2
83657-24-3;9,2
161050-58-4;19,2
1912-24-9;23,2
6152-33-6;1856,2
7718-54-9;2,1
5131-60-2;2,2
102-71-6;1687,2
87818-31-3;1641,2
32388-55-9;1852,1
90-43-7;4,2
25606-41-1;32,2
57754-85-5;1640,2
41198-08-7;1615,2
7696-12-0;3,2
2164-17-2;20,2
66-81-9;1373,2
119-93-7;25,2
119-93-7;36,2
69327-76-0;1619,2
129630-19-9;35,2
261947-38-0;2452,2
21087-64-9;7,2
123122-55-4;1850,2
5598-13-0;1378,2
1323-19-9;1852,2
6344-67-8;2453,2
51218-45-2;1855,2
194098-25-4;1389,2
121-75-5;1388,2
128-39-2;1379,2
725228-45-5;27,1
626-39-1;2453,2
510-15-6;24,2
105624-86-0;39,2
52645-53-1;37,2
89-25-8;2451,2
32809-16-8;1681,2
25606-41-1;1635,2
81334-34-1;1650,2
84-74-2;25,2
102-82-9;34,2
56-55-3;1384,2
1024-57-3;31,2
627-93-0;26,2
486-66-8;1848,1
41372-08-1;1375,2
112-49-2;1376,2
87546-18-7;26,2
23031-36-9;1613,2
52806-53-8;2444,1
657-24-9;2453,2
100-02-7;1850,2
7487-94-7;1375,1
4098-71-9;1383,2
68-26-8;29,1
13071-79-9;26,2
117428-22-5;2450,2
584-79-2;1385,2
68392-35-8;1384,2
57754-85-5;1648,2
10025-74-8;1857,1
99-97-8;1508,1
137-26-8;2453,2
550-44-7;1857,2
51338-27-3;1626,2
22915-73-7;30,2
1634-78-2;1617,1
96-48-0;1850,2
91-59-8;32,2
3056-17-5;1382,2
105512-06-9;38,2
113-48-4;17,2
120-32-1;1380,2
57966-95-7;1640,2
85509-19-9;2453,2
1747-60-0;2,2
101-20-2;1680,2
15307-79-6;1852,2
69655-05-6;1690,2
149877-41-8;1613,2
141517-21-7;2446,1
420-04-2;1633,2
94-59-7;1510,1
20265-97-8;1848,2
119446-68-3;1657,2
133-07-3;2,2
117-81-7;11,2
16752-77-5;1388,2
23031-36-9;29,2
21087-64-9;11,2
120-83-2;38,2
678-39-7;1375,2
74051-80-2;1640,2
117-81-7;34,2
50-27-1;2453,2
111-21-7;38,2
69327-76-0;31,2
20265-97-8;2,2
105624-86-0;38,1
83055-99-6;16,2
1763-23-1;1381,2
1912-24-9;7,2
100-37-8;1389,2
5598-13-0;1646,2
16752-77-5;11,2
108-01-0;24,2
122008-85-9;2443,2
55406-53-6;1656,2
21725-46-2;1850,2
149413-74-1;28,2
138261-41-3;1626,2
123-92-2;36,2
33629-47-9;1381,2
55-18-5;1381,2
335-76-2;2446,2
82558-50-7;1379,2
35661-60-0;2451,2
9006-42-2;32,2
25155-30-0;24,2
85509-19-9;2450,1
43121-43-3;15,2
123-31-9;36,2
121-75-5;1852,2
66441-23-4;1621,2
99-76-3;30,2
1191-50-0;1507,1
584-13-4;1680,2
110-62-3;34,2
538-23-8;1852,2
95737-68-1;1638,2
135410-20-7;1856,2
109-86-4;1389,2
117337-19-6;1691,1
90-04-0;1848,2
57-97-6;36,2
104206-82-8;1378,2
2310-17-0;1618,2
366-70-1;2453,2
741-58-2;2453,2
15708-41-5;1850,2
141112-29-0;1858,2
8018-01-7;1373,2
119168-77-3;2452,2
101-21-3;1797,1
66-81-9;1377,2
141517-21-7;21,2
2043-57-4;25,2
27955-94-8;1508,1
26002-80-2;1857,2
100784-20-1;6,2
298-04-4;37,2
112-36-7;2,2
NOCAS_47349;1373,2
121-14-2;1382,2
556-52-5;1384,2
549-18-8;1852,1
58-55-9;1385,2
134605-64-4;9,2
24307-26-4;30,2
83657-24-3;1654,1
95737-68-1;32,2
94-09-7;1857,2
95-87-4;1382,2
838-88-0;1689,2
52315-07-8;2300,2
25606-41-1;1658,2
7747-35-5;40,1
271-89-6;1857,2
92-04-6;2451,2
36631-30-8;2,2
166412-78-8;35,2
7758-19-2;1387,2
158081-99-3;2442,1
35554-44-0;33,2
123122-55-4;36,2
230954-09-3;30,2
330-55-2;1682,1
57-11-4;2453,2
122-62-3;1378,2
68694-11-1;1509,1
89-04-3;2,2
1007-28-9;22,2
1702-17-6;15,2
59756-60-4;1689,1
571-58-4;1850,2
1861-40-1;1614,2
101-83-7;1855,2
58-89-9;25,2
50-33-9;2453,2
111988-49-9;28,2
12427-38-2;2301,2
577-11-7;29,2
95-65-8;1383,2
131-55-5;1691,2
314-40-9;1626,2
100784-20-1;34,2
51218-45-2;2452,2
82385-42-0;25,2
25606-41-1;15,2
137-42-8;1852,2
128-04-1;34,2
43222-48-6;6,2
50-41-9;2447,2
101-10-0;12,2
79-95-8;1852,1
112-72-1;1389,2
119-93-7;1797,2
93-69-6;1852,2
87820-88-0;26,2
119446-68-3;40,2
51218-45-2;1625,2
121552-61-2;24,2
458-37-7;2452,1
9006-42-2;1638,1
NOCAS_47377;1385,2
86479-06-3;2,2
149413-74-1;1382,2
135410-20-7;1658,2
139-40-2;1612,2
57-30-7;37,2
104-40-5;1378,2
206-44-0;40,2
950-37-8;31,2
7173-51-5;1687,1
69377-81-7;1626,2
100-02-7;1379,2
108-21-4;1856,2
111-82-0;1852,2
66215-27-8;25,2
446-72-0;30,2
629-76-5;1382,2
NOCAS_47381;29,2
478263-98-8;38,2
102-76-1;1378,2
420-04-2;1622,2
120068-37-3;1641,1
119168-77-3;1630,2
57-63-6;2,2
2226-96-2;2452,2
50-33-9;1848,2
96182-53-5;17,2
116714-46-6;1615,2
3844-45-9;1380,2
8018-01-7;1508,1
118-71-8;1509,2
6317-18-6;1657,2
141-66-2;1611,2
114369-43-6;1649,1
149877-41-8;1615,1
7664-38-2;2,2
142459-58-3;1376,2
71-23-8;1852,2
199171-88-5;33,2
120068-37-3;1631,2
57-30-7;1387,2
15310-01-7;27,2
25103-58-6;1852,2
119-61-9;23,2
NOCAS_47381;1375,2
87818-31-3;1649,1
95-87-4;38,2
101-10-0;1389,2
15619-48-4;32,2
117337-19-6;1377,2
528-29-0;1385,2
84-74-2;1386,2
131807-57-3;2452,2
83-41-0;26,2
104-51-8;23,2
124-19-6;2452,2
141-66-2;1387,2
88-60-8;1386,2
112-30-1;1852,2
188489-07-8;1626,2
171866-31-2;1378,2
732-11-6;1510,1
33629-47-9;26,2
79-06-1;1855,2
1861-40-1;1640,2
110-33-8;1857,2
100-37-8;2452,2
41481-66-7;24,2
2425-06-1;1375,2
127308-82-1;1374,1
117337-19-6;1386,2
2921-88-2;1373,2
69-65-8;32,2
31218-83-4;31,2
102-06-7;1377,2
1918-02-1;1376,2
140-66-9;27,2
121552-61-2;39,2
123-00-2;1852,2
81335-77-5;30,2
533-74-4;1852,1
120-32-1;1614,2
79902-63-9;1689,1
2122-70-5;1850,2
33629-47-9;3,2
75-25-2;2451,2
27323-41-7;1372,2
133-07-3;1634,2
261947-38-0;39,2
4390-04-9;1852,2
135158-54-2;1686,2
51707-55-2;1682,1
101-05-3;1658,2
87-68-3;2,2
503-74-2;2,2
96-48-0;26,2
110-05-4;1383,2
55219-65-3;30,2
16529-56-9;2,2
19666-30-9;1852,1
21564-17-0;1622,2
70-55-3;2,1
319-85-7;2451,2
127-51-5;33,2
10016-20-3;2452,2
77-48-5;29,2
135158-54-2;16,2
93-89-0;1850,2
113734-18-2;1857,1
104-66-5;1852,2
161326-34-7;1683,2
153719-23-4;30,2
108-59-8;1381,2
111-76-2;1386,2
22915-73-7;35,2
21087-64-9;37,2
305-03-3;2451,2
51707-55-2;1375,2
2008-41-5;1384,2
19044-88-3;1384,2
95-14-7;1383,2
87674-68-8;1507,1
63-25-2;1646,2
87-90-1;1374,2
709-98-8;1652,2
79241-46-6;1622,2
1610-18-0;1372,2
834-12-8;1373,2
120-32-1;1379,2
51338-27-3;29,2
123-25-1;1376,2
98886-44-3;1508,1
92-84-2;1689,2
2971-36-0;1857,1
108-77-0;1850,2
29232-93-7;4,2
119-93-7;40,2
74051-80-2;1386,2
180084-01-9;1379,2
39515-41-8;1386,2
119-47-1;2452,2
85532-75-8;1380,2
25606-41-1;1643,2
27314-13-2;1620,2
87-86-5;32,2
112-38-9;27,2
40487-42-1;1655,2
51-24-1;2,1
1918-00-9;1653,2
122-66-7;30,2
57-41-0;1852,2
134605-64-4;2,2
19666-30-9;8,2
1948-33-0;33,2
101-54-2;1686,2
NOCAS_48166;1382,2
88-12-0;29,2
115-29-7;1850,1
1061517-62-1;1510,1
88671-89-0;7,2
35554-44-0;1654,1
145-73-3;1380,2
79538-32-2;1856,1
43222-48-6;1857,1
NOCAS_47255;2451,2
112-17-4;2,2
84852-15-3;1507,1
59-40-5;1855,2
52315-07-8;1622,2
173159-57-4;1649,2
142459-58-3;37,2
101-80-4;1373,2
111988-49-9;19,2
26172-55-4;2452,2
834-12-8;1634,2
25152-84-5;1852,1
199171-88-5;1850,2
100-97-0;33,2
17804-35-2;19,2
90357-06-5;1855,2
126-86-3;1857,1
25498-49-1;1856,2
134605-64-4;31,2
60-33-3;2,1
110-01-0;2453,2
55406-53-6;1852,1
533-74-4;1379,1
200940-23-4;2451,2
105-87-3;1388,2
140-10-3;1856,2
825643-57-0;31,2
149413-74-1;39,2
91-53-2;38,1
52-68-6;1389,2
108-93-0;36,2
120-32-1;2445,2
141112-29-0;7,2
1929-82-4;1653,2
3026-63-9;1857,2
112-31-2;2452,2
102-06-7;1856,1
214535-77-0;1378,2
66230-04-4;37,2
135158-54-2;20,2
135410-20-7;9,2
80-15-9;33,2
127-07-1;1382,2
NOCAS_47248;31,2
95-95-4;28,1
5915-41-3;1383,2
67747-09-5;2297,2
82657-04-3;1642,1
264618-44-2;30,2
94-74-6;2452,2
78-42-2;2,1
330-55-2;1680,2
87818-31-3;1645,2
40487-42-1;1378,2
63612-50-0;1387,2
54593-83-8;1614,2
55283-68-6;35,2
127308-82-1;24,2
1191-50-0;1383,1
105-67-9;34,2
99-30-9;1856,1
97-59-6;1850,2
114311-32-9;1653,2
114-26-1;1627,2
584-79-2;36,2
2675-77-6;9,2
60-51-5;11,2
NOCAS_47311;1373,2
135-19-3;27,2
253450-09-8;38,2
81405-85-8;2453,2
142-62-1;1373,2
643-79-8;36,2
111-87-5;2453,2
1120-21-4;1857,2
115-28-6;38,2
84-75-3;1381,2
629-76-5;1388,2
82097-50-5;15,2
40487-42-1;1856,1
87-61-6;25,2
5902-51-2;28,2
1929-77-7;1384,2
253450-09-8;2443,2
111-11-5;38,2
644-97-3;1848,2
NOCAS_48518;38,2
112-50-5;1384,2
173159-57-4;1641,2
78587-05-0;1852,1
2385-85-5;1384,2
99-65-0;1852,2
72490-01-8;40,2
464930-42-5;1389,2
302-79-4;1690,1
134523-03-8;1855,2
149979-41-9;1616,2
13194-48-4;26,2
116-29-0;1852,1
55219-65-3;9,2
1260-17-9;1856,2
NOCAS_48516;1389,2
72178-02-0;1856,2
111-42-2;1376,2
207736-05-8;1377,2
81335-37-7;20,2
106-22-9;33,2
97-56-3;1373,1
7696-12-0;1623,2
29232-93-7;1387,2
128639-02-1;14,2
155990-20-8;1687,1
4376-18-5;1373,2
115-32-2;1651,1
106-24-1;39,2
1401-55-4;1389,2
105-87-3;1378,2
53-86-1;39,2
1610-18-0;1380,2
577-11-7;24,2
121-79-9;40,1
NOCAS_47342;23,1
210880-92-5;20,2
34256-82-1;1635,2
161050-58-4;1648,1
84-74-2;1389,2
111-77-3;36,2
4548-53-2;1855,2
23422-53-9;25,1
43121-43-3;9,2
NOCAS_47377;2451,1
99-97-8;1856,2
35575-96-3;6,2
55283-68-6;1613,2
135158-54-2;1639,1
82-68-8;13,2
71751-41-2;1384,2
446-72-0;39,2
111988-49-9;1376,2
76-44-8;1377,2
80-46-6;23,1
91-53-2;1388,2
123-33-1;1377,2
2432-87-3;1383,2
2243-62-1;2447,1
111-14-8;1385,2
64902-72-3;38,2
2687-96-9;27,2
76-03-9;1376,2
27178-16-1;36,2
41372-20-7;1850,1
79-43-6;1688,2
119168-77-3;1507,1
95-87-4;1373,2
87818-31-3;40,2
43121-43-3;1653,2
136042-19-8;34,1
1610-18-0;18,2
110-44-1;2453,2
119-36-8;1856,2
39515-41-8;1630,2
104098-48-8;1508,2
496-72-0;32,2
52315-07-8;1652,1
23422-53-9;1613,2
6915-15-7;26,2
99-87-6;1381,2
95-80-7;1687,2
50-14-6;2,2
89-83-8;37,2
124-04-9;37,2
79538-32-2;2451,2
65277-42-1;1689,1
6317-18-6;2446,2
111988-49-9;1622,2
10361-37-2;2452,2
7173-51-5;1378,2
950-37-8;2451,2
77-90-7;39,2
550-44-7;1856,2
298-00-0;1614,2
220860-50-4;2452,2
4418-26-2;2,2
584-79-2;1387,2
95737-68-1;1689,1
29091-21-2;21,2
7173-51-5;2447,2
1303-11-3;29,2
86-73-7;24,2
261947-38-0;30,2
700-06-1;2,2
584-13-4;28,2
51338-27-3;22,2
6359-98-4;1857,2
78-42-2;29,2
126833-17-8;27,2
206-44-0;1387,2
121-79-9;25,2
139340-56-0;30,2
289716-94-5;30,2
NOCAS_48172;2444,1
112-63-0;1508,1
126-98-7;1852,2
64902-72-3;3,2
298198-52-4;1374,1
26027-38-3;1857,1
120116-88-3;1634,2
155569-91-8;1378,2
333-41-5;1509,1
50-29-3;32,2
19666-30-9;39,2
40487-42-1;21,2
577-11-7;1687,2
102-82-9;1376,2
20711-10-8;2,2
20325-40-0;23,1
117718-60-2;1612,2
107534-96-3;39,2
147-24-0;1373,1
68169-03-9;1857,2
54-62-6;1857,2
6344-67-8;2451,2
126535-15-7;1643,2
52315-07-8;1637,2
33629-47-9;36,2
50-35-1;1686,2
107-88-0;1857,2
17804-35-2;1850,1
7786-34-7;1638,2
21725-46-2;1374,2
1861-32-1;2451,2
1191-50-0;29,2
7173-51-5;2451,1
59865-13-3;2453,2
1763-23-1;1385,2
759-94-4;1641,2
126-73-8;2452,2
112529-15-4;1382,2
13194-48-4;1619,2
115-28-6;1374,2
NOCAS_47362;1381,2
1072-15-7;1857,2
1689-84-5;9,2
78587-05-0;11,2
15310-01-7;25,2
82-68-8;22,2
67747-09-5;1632,1
112-25-4;34,2
77501-63-4;19,2
112733-06-9;1378,2
140-56-7;1389,2
6734-80-1;26,2
86479-06-3;1381,2
67747-09-5;1386,2
137-26-8;24,2
124-18-5;1680,2
98-29-3;1852,1
68359-37-5;26,2
7696-12-0;30,2
330-54-1;1510,2
149979-41-9;18,2
68-12-2;34,2
1478-61-1;1508,1
110235-47-7;1389,2
2155-70-6;39,2
84-69-5;2442,1
49562-28-9;2305,2
17804-35-2;20,2
122836-35-5;20,2
5216-25-1;1681,2
122-59-8;2,2
122-39-4;15,2
144550-36-7;1376,2
824-39-5;1856,2
84-74-2;22,2
28249-77-6;33,2
102-71-6;2,1
92-68-2;1388,2
822-06-0;1382,2
333-41-5;20,2
156052-68-5;1613,2
71751-41-2;1857,1
2628-16-2;2453,2
35256-85-0;1381,2
149-57-5;2451,2
173159-57-4;4,2
107-21-1;1388,2
108-67-8;1385,2
1929-82-4;6,2
155569-91-8;1617,2
91-20-3;39,2
111-77-3;1850,2
1698-60-8;1658,2
62-73-7;16,2
85-68-7;35,2
129-00-0;29,2
838-88-0;1381,2
13674-87-8;1373,1
128-39-2;30,1
7287-19-6;1686,2
114311-32-9;1380,2
121-75-5;26,2
96-18-4;1384,2
69377-81-7;39,2
69377-81-7;1618,2
499-83-2;1850,2
110-44-1;1852,2
23564-05-8;1620,2
92-84-2;1377,2
1918-00-9;23,2
159138-81-5;1381,2
88-69-7;1856,2
62-75-9;1377,2
136042-19-8;1381,2
126535-15-7;25,2
22398-80-7;1852,2
111-55-7;1857,2
50-28-2;1380,2
686756-87-6;23,1
82657-04-3;1633,1
105512-06-9;1380,2
145701-21-9;1623,2
NOCAS_48514;2446,2
3871-99-6;1374,1
120-36-5;5,2
15299-99-7;1387,2
2104-64-5;36,2
94361-06-5;1650,2
499-83-2;1852,2
100-97-0;1372,2
144-49-0;2,2
50-28-2;1377,2
81131-70-6;35,2
122-99-6;1652,2
113776-20-8;1652,2
52-01-7;2,1
28434-00-6;2,2
103-23-1;1388,2
101-02-0;37,2
63-05-8;2450,2
34014-18-1;35,2
86-87-3;1857,2
83657-24-3;1375,1
15619-48-4;23,1
141517-21-7;1656,2
80-05-7;1613,2
57754-85-5;1797,2
109-86-4;21,2
137-30-4;2299,1
123-01-3;1386,2
139149-55-6;2452,2
112281-77-3;30,2
126-14-7;1375,2
98-52-2;1857,2
1338-43-8;1375,2
135410-20-7;1636,2
23564-05-8;1376,1
90-04-0;1389,2
220860-50-4;1388,2
120-83-2;35,2
496-72-0;1687,1
100-01-6;1857,1
2008-41-5;1379,2
99-51-4;25,2
22781-23-3;1797,2
76674-21-0;2451,2
94-26-8;1688,2
41198-08-7;1613,2
5598-13-0;1379,2
111-14-8;39,2
99-66-1;1380,2
95-49-8;36,2
789-02-6;1852,1
1194-65-6;12,2
70568-60-4;1855,2
1478-61-1;36,2
119515-38-7;1375,2
NOCAS_48166;2447,2
68694-11-1;1652,1
22224-92-6;40,2
123312-89-0;1388,2
49562-28-9;1378,2
2144-53-8;2453,2
540-07-8;2,2
119-61-9;35,2
104795-68-8;1378,2
78491-02-8;1852,2
103-69-5;1509,2
288-88-0;1850,2
NOCAS_47328;1507,1
105-53-3;1850,2
104098-48-8;34,2
84371-65-3;34,2
76-87-9;1617,1
29387-86-8;2,2
39515-41-8;1618,2
121-32-4;2,2
147-24-0;30,2
144-49-0;1857,2
82558-50-7;3,2
64902-72-3;1642,2
1948-33-0;1690,2
110-27-0;2453,2
79-07-2;1852,1
3383-96-8;1850,2
51338-27-3;27,2
333-41-5;1626,2
NOCAS_47333;1373,2
55-38-9;1631,1
64902-72-3;1636,2
584-84-9;34,2
584-79-2;27,2
106-24-1;2442,1
50-34-0;2451,2
2164-17-2;39,2
78-48-8;1797,2
127-69-5;2453,2
584-84-9;1376,2
19044-88-3;1383,2
87-18-3;2,2
101-77-9;1855,2
712-50-5;39,2
52315-07-8;1653,2
484-17-3;1857,1
627-18-9;1691,2
2043-57-4;36,2
627-18-9;24,2
90-43-7;1630,2
1111-78-0;1381,2
1461-25-2;1850,1
121-75-5;37,2
1702-17-6;1612,2
10540-29-1;33,2
732-26-3;39,2
34256-82-1;1650,2
540-88-5;1857,2
2164-17-2;1623,2
111-76-2;2453,2
446-72-0;1387,2
27323-41-7;1508,1
584-84-9;1372,2
133-07-3;1386,2
3844-45-9;1508,1
1861-40-1;2452,2
5598-13-0;18,2
69806-50-4;38,2
155569-91-8;30,2
116714-46-6;22,2
96182-53-5;1649,1
149062-75-9;37,2
125116-23-6;2,2
52-68-6;36,2
115-77-5;1375,2
427-51-0;2298,2
121-79-9;1381,2
79241-46-6;16,2
136042-19-8;24,2
33089-61-1;40,2
197077-55-7;2453,2
65277-42-1;1378,2
120116-88-3;11,1
NOCAS_47265;38,2
NOCAS_47342;2445,2
140-66-9;2453,2
80-15-9;1377,2
2155-70-6;35,2
88-12-0;1385,2
NOCAS_47248;1857,1
